Unnamed: 0,League,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,League_new,gameid
4008,NACL 2023 Spring,Week 4,Team Liquid Challengers,Cloud9 Challengers,0 - 1,2,13.1B,LeBlanc,Draven,Renekton,Maokai,Sylas,Ashe,Elise,Lucian,Nami,Caitlyn,Lux,Sejuani,K'Sante,Kassadin,Jayce,Gnar,Jax,Gangplank,Taliyah,Akali,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,NACL,ESPORTSTMNT01_3310874
4009,NACL 2023 Spring,Week 4,Team Liquid First,Immortals Challengers,0 - 2,2,13.1B,Sejuani,Karthus,Maokai,Elise,Vel'Koz,Kindred,Ashe,Varus,K'Sante,Azir,Gangplank,Sylas,Rumble,Viego,Kayn,Vi,Graves,Nautilus,Udyr,Pyke,Bot,Mid,Top,Support,Jungle,Bot,Top,Mid,Jungle,Support,NACL,ESPORTSTMNT01_3311824
4010,NACL 2023 Spring,Week 4,Team Liquid First,Immortals Challengers,0 - 1,2,13.1B,Sejuani,Karthus,Zoe,Kindred,Rengar,Elise,Ashe,Varus,Maokai,Rumble,Tristana,K'Sante,Fiora,Syndra,Gangplank,Heimerdinger,Azir,Nautilus,Jayce,Leona,Bot,Jungle,Mid,Support,Top,Bot,Jungle,Top,Mid,Support,NACL,ESPORTSTMNT01_3311807
4011,NACL 2023 Spring,Week 4,AOE Gold,TSM Challengers,1 - 1,1,13.1B,Jax,Caitlyn,Maokai,Ashe,Sejuani,Varus,Elise,Vi,Xayah,Kalista,K'Sante,Sion,Viktor,Kassadin,Azir,Akali,Nautilus,Renata Glasc,Orianna,Zoe,Jungle,Bot,Top,Support,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3310863
4012,NACL 2023 Spring,Week 4,AOE Gold,TSM Challengers,0 - 1,2,13.1B,Kassadin,Caitlyn,Jax,Ashe,Elise,Varus,Sejuani,Xayah,Maokai,K'Sante,Sylas,Akali,Zeri,Gnar,Jhin,Renekton,Sion,Heimerdinger,Miss Fortune,Soraka,Jungle,Top,Mid,Support,Bot,Bot,Jungle,Mid,Top,Support,NACL,ESPORTSTMNT01_3309892
4013,NACL 2023 Spring,Week 4,100 Thieves Challengers,CLG Challengers,2 - 0,1,13.1B,Elise,Ashe,Sejuani,Maokai,Caitlyn,Lucian,Lulu,Vi,Nautilus,Wukong,Jax,Varus,Zeri,Renekton,Sivir,Azir,Rumble,Xayah,Orianna,Kassadin,Support,Jungle,Top,Bot,Mid,Jungle,Support,Bot,Top,Mid,NACL,ESPORTSTMNT01_3311790
4014,NACL 2023 Spring,Week 4,CLG Challengers,100 Thieves Challengers,0 - 1,2,13.1B,Syndra,Ashe,Varus,Maokai,Caitlyn,Elise,Lucian,Sejuani,Lulu,Vi,Sona,Zeri,Kassadin,Sylas,Renekton,Azir,Fiora,Jax,Ryze,Cassiopeia,Bot,Jungle,Support,Top,Mid,Jungle,Support,Bot,Top,Mid,NACL,ESPORTSTMNT01_3309856
4017,NACL 2023 Spring,Week 3,CLG Faith,Wildcard Gaming,0 - 2,2,13.1,Garen,Caitlyn,Zac,Ashe,Kalista,Lucian,Maokai,Kindred,Udyr,Ezreal,Karma,Blitzcrank,Renekton,Draven,Fiora,Tristana,Samira,Jax,Viktor,Kassadin,Jungle,Bot,Support,Top,Mid,Jungle,Top,Support,Bot,Mid,NACL,ESPORTSTMNT01_3303415
4018,NACL 2023 Spring,Week 3,Wildcard Gaming,CLG Faith,1 - 0,1,13.1,Caitlyn,Kalista,Lucian,Maokai,Camille,Ashe,Garen,Fiora,Ezreal,Draven,Blitzcrank,Nautilus,Wukong,Zoe,Udyr,Kassadin,Kindred,Kha'Zix,Syndra,Galio,Top,Bot,Support,Jungle,Mid,Top,Bot,Support,Jungle,Mid,NACL,ESPORTSTMNT01_3305255
4019,NACL 2023 Spring,Week 3,Team Liquid First,Golden Guardians Challengers,0 - 2,2,13.1,Zeri,Fiora,Caitlyn,Jax,Sejuani,Karthus,Maokai,Elise,Ashe,Nautilus,Xayah,Heimerdinger,Gwen,Kassadin,Azir,Renekton,K'Sante,Viktor,Camille,Akali,Jungle,Support,Bot,Mid,Top,Jungle,Bot,Support,Top,Mid,NACL,ESPORTSTMNT01_3304359
4020,NACL 2023 Spring,Week 3,Golden Guardians Challengers,Team Liquid First,1 - 0,1,13.1,Fiora,Caitlyn,Jax,Zeri,Karthus,Maokai,Sejuani,Kindred,Ashe,Lucian,Nami,Lulu,Azir,Gwen,Viktor,Jayce,K'Sante,Kassadin,Sion,Cassiopeia,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Top,Mid,NACL,ESPORTSTMNT01_3303404
4021,NACL 2023 Spring,Week 3,FLY FAM,FlyQuest Challengers,0 - 2,2,13.1,Elise,Jax,Karma,Vi,Ryze,Ashe,Nami,Maokai,Zeri,Sejuani,Lucian,Lulu,Renekton,Azir,Sylas,Kassadin,Jayce,Camille,Syndra,Fiora,Support,Jungle,Bot,Top,Mid,Jungle,Bot,Support,Mid,Top,NACL,ESPORTSTMNT01_3303389
4022,NACL 2023 Spring,Week 3,FLY FAM,FlyQuest Challengers,0 - 1,2,13.1,Elise,Jax,Ryze,Vi,Karma,Ashe,Nami,Maokai,Zeri,Sejuani,Lucian,Lulu,Renekton,Azir,Sylas,Kassadin,Jayce,Wukong,Akali,Gnar,Support,Jungle,Bot,Top,Mid,Jungle,Bot,Support,Mid,Top,NACL,ESPORTSTMNT01_3303362
4023,NACL 2023 Spring,Week 3,TSM Challengers,Immortals Challengers,1 - 1,2,13.1,Gangplank,Maokai,Sylas,Elise,Vi,Sejuani,Ashe,Varus,K'Sante,Wukong,Fiora,Graves,Kassadin,Nautilus,Akali,Blitzcrank,Azir,Zoe,Jhin,Miss Fortune,Support,Jungle,Top,Mid,Bot,Bot,Top,Jungle,Mid,Support,NACL,ESPORTSTMNT01_3303391
4024,NACL 2023 Spring,Week 3,Immortals Challengers,TSM Challengers,0 - 1,2,13.1,Elise,Gangplank,Kassadin,Sylas,K'Sante,Jax,Sejuani,Ashe,Maokai,Lucian,Nami,Varus,Gnar,Renekton,Akali,Azir,Sion,Ornn,Viktor,Orianna,Jungle,Bot,Support,Top,Mid,Support,Jungle,Bot,Top,Mid,NACL,ESPORTSTMNT01_3304301
4025,NACL 2023 Spring,Week 3,Dignitas Challengers,Evil Geniuses Challengers,2 - 0,1,13.1,Viego,Maokai,Syndra,Sejuani,Ashe,Caitlyn,Elise,Varus,Graves,Lucian,Nami,Ryze,Tristana,Nautilus,Udyr,Gangplank,Ezreal,Azir,K'Sante,Jax,Jungle,Bot,Support,Mid,Top,Support,Jungle,Mid,Bot,Top,NACL,ESPORTSTMNT01_3304287
4026,NACL 2023 Spring,Week 3,Evil Geniuses Challengers,Dignitas Challengers,0 - 1,2,13.1,Maokai,Viego,Lucian,Syndra,Sejuani,Kindred,Ashe,Caitlyn,Varus,Wukong,Jhin,Elise,Akali,Udyr,Kassadin,K'Sante,Azir,Viktor,Gnar,Jax,Support,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Mid,Top,NACL,ESPORTSTMNT01_3303298
4027,NACL 2023 Spring,Week 3,Cincinnati Fear,AOE Gold,2 - 0,1,13.1,Kalista,Ashe,Caitlyn,Sejuani,Elise,Seraphine,Olaf,Varus,Vi,Maokai,Tristana,Azir,Ziggs,Karma,Jhin,Lulu,Ornn,Kassadin,Rakan,Renata Glasc,Top,Jungle,Bot,Mid,Support,Bot,Jungle,Mid,Top,Support,NACL,ESPORTSTMNT01_3303342
4028,NACL 2023 Spring,Week 3,Cincinnati Fear,AOE Gold,1 - 0,1,13.1,Kalista,Ashe,Caitlyn,Sejuani,Elise,Karma,Olaf,Vi,Varus,Wukong,Seraphine,Gnar,Kassadin,Akali,Sylas,Azir,Viktor,Syndra,Alistar,Amumu,Top,Jungle,Bot,Mid,Support,Jungle,Bot,Top,Mid,Support,NACL,ESPORTSTMNT01_3305157
4029,NACL 2023 Spring,Week 3,100 Thieves Challengers,Cloud9 Challengers,0 - 2,2,13.1,Elise,Ashe,Maokai,Syndra,Sejuani,Caitlyn,Vi,Lucian,Nami,Zeri,Lulu,Wukong,Taliyah,Kassadin,Fiora,Jax,Renekton,Ornn,Cassiopeia,LeBlanc,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,NACL,ESPORTSTMNT01_3300928
4030,NACL 2023 Spring,Week 3,100 Thieves Challengers,Cloud9 Challengers,0 - 1,2,13.1,Elise,Ashe,Vi,Syndra,Kassadin,Caitlyn,Sejuani,Lucian,Maokai,Zeri,Lulu,Nami,Fiora,Akali,Jax,Sylas,Renekton,Azir,K'Sante,Corki,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT01_3300919
4031,NACL 2023 Spring,Week 3,CLG Challengers,Wildcard Gaming,1 - 1,2,13.1,Kalista,Lucian,Blitzcrank,Ashe,Udyr,Caitlyn,Varus,Kindred,Draven,Ryze,Elise,Garen,Camille,Orianna,Jax,Alistar,Galio,K'Sante,Nautilus,Braum,Bot,Mid,Jungle,Top,Support,Jungle,Bot,Top,Mid,Support,NACL,ESPORTSTMNT01_3301872
4032,NACL 2023 Spring,Week 3,CLG Challengers,Wildcard Gaming,1 - 0,1,13.1,Kalista,Lucian,Blitzcrank,Sejuani,Udyr,Maokai,Ashe,Zac,Wukong,Poppy,Caitlyn,Zyra,Renekton,Varus,Jax,Orianna,Ezreal,Ryze,Warwick,Vel'Koz,Support,Jungle,Bot,Mid,Top,Top,Jungle,Support,Bot,Mid,NACL,ESPORTSTMNT01_3300915
4033,NACL 2023 Spring,Week 3,Team Liquid Challengers,Team Liquid First,1 - 1,1,13.1,Jax,Caitlyn,Karthus,Sejuani,Fiora,Maokai,Elise,Ashe,Rengar,Draven,Nautilus,Ryze,Tristana,Gnar,Kled,Camille,Braum,Cassiopeia,K'Sante,Gangplank,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Mid,Support,Top,NACL,ESPORTSTMNT01_3300913
4034,NACL 2023 Spring,Week 3,Team Liquid Challengers,Team Liquid First,0 - 1,2,13.1,Jax,Caitlyn,Karthus,Heimerdinger,Elise,Maokai,Sejuani,Fiora,Ashe,Renekton,Draven,Kindred,Ryze,Galio,Amumu,Braum,Nautilus,Renata Glasc,Taliyah,Lissandra,Jungle,Top,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,NACL,ESPORTSTMNT01_3301856
4037,NACL 2023 Spring,Week 3,TSM Challengers,Golden Guardians Challengers,0 - 2,2,13.1,Zeri,Maokai,Lucian,Sejuani,Elise,Ashe,Wukong,Vi,Caitlyn,Varus,K'Sante,Kassadin,Nautilus,Heimerdinger,Zoe,Olaf,Jax,LeBlanc,Karma,Lux,Jungle,Bot,Top,Mid,Support,Jungle,Bot,Mid,Top,Support,NACL,ESPORTSTMNT01_3300884
4038,NACL 2023 Spring,Week 3,Golden Guardians Challengers,TSM Challengers,1 - 0,1,13.1,Kassadin,Zeri,Maokai,Lucian,Ashe,Akali,Sejuani,Caitlyn,Elise,Jax,Sylas,Azir,Varus,K'Sante,Draven,Lux,Renekton,Jhin,Heimerdinger,Sivir,Jungle,Top,Mid,Bot,Support,Support,Jungle,Mid,Top,Bot,NACL,ESPORTSTMNT01_3302727
4039,NACL 2023 Spring,Week 3,Dignitas Challengers,FLY FAM,2 - 0,1,13.1,Jax,Elise,Vi,Caitlyn,Kassadin,Ashe,Lucian,Lulu,Sejuani,Maokai,Nami,Zeri,Udyr,Renekton,Akali,Sylas,K'Sante,Gnar,Azir,Yone,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Top,Mid,NACL,ESPORTSTMNT01_3302750
4040,NACL 2023 Spring,Week 3,FLY FAM,Dignitas Challengers,0 - 1,2,13.1,Elise,Jax,Caitlyn,Vi,Ryze,Renekton,Ashe,Lucian,Sejuani,Maokai,Varus,Nami,Fiora,Kassadin,Gangplank,Sylas,Camille,K'Sante,Akali,Udyr,Support,Jungle,Bot,Top,Mid,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT01_3301809
4041,NACL 2023 Spring,Week 3,Evil Geniuses Challengers,Cincinnati Fear,0 - 2,2,13.1,Sejuani,Viego,Maokai,Caitlyn,Elise,Ashe,Varus,Karma,Jhin,Syndra,Pyke,Akali,Kindred,Olaf,Graves,Udyr,Vi,Poppy,Jax,Gangplank,Bot,Mid,Support,Jungle,Top,Support,Bot,Mid,Jungle,Top,NACL,ESPORTSTMNT01_3302399
4042,NACL 2023 Spring,Week 3,Cincinnati Fear,Evil Geniuses Challengers,1 - 0,1,13.1,Viego,Olaf,Caitlyn,Maokai,Karma,Syndra,Ashe,Sejuani,Varus,Elise,Tristana,Heimerdinger,Jax,Vi,Camille,Akali,Wukong,K'Sante,Seraphine,Azir,Support,Jungle,Mid,Top,Bot,Top,Bot,Support,Jungle,Mid,NACL,ESPORTSTMNT01_3302392
4043,NACL 2023 Spring,Week 3,Immortals Challengers,AOE Gold,1 - 1,1,13.1,Kassadin,Sejuani,Kalista,Nami,Vi,Ashe,Varus,Elise,Jhin,Rengar,Olaf,Gnar,Vel'Koz,Heimerdinger,Zoe,Karma,Azir,Blitzcrank,Sylas,Rakan,Bot,Jungle,Top,Support,Mid,Jungle,Bot,Top,Mid,Support,NACL,ESPORTSTMNT01_3301452
4044,NACL 2023 Spring,Week 3,Immortals Challengers,AOE Gold,0 - 1,2,13.1,Kassadin,Sejuani,Vi,Zeri,Maokai,Ashe,Nami,Elise,Rell,Lucian,Rengar,Kalista,Jax,Tristana,Fiora,Ryze,K'Sante,Sion,Azir,Viktor,Support,Bot,Jungle,Top,Mid,Jungle,Support,Bot,Top,Mid,NACL,ESPORTSTMNT01_3300500
4045,NACL 2023 Spring,Week 3,Cloud9 Challengers,Wildcard Gaming,0 - 2,2,13.1,Kalista,Lucian,Zac,Jax,Udyr,Sejuani,Elise,Maokai,Ashe,Varus,Karma,Zyra,Renekton,Fiora,K'Sante,Azir,Jayce,Ornn,Yone,Garen,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Mid,Top,NACL,ESPORTSTMNT01_3300498
4046,NACL 2023 Spring,Week 3,Cloud9 Challengers,Wildcard Gaming,0 - 1,2,13.1,Kalista,Lucian,Zac,Sejuani,Udyr,Jax,Elise,Ashe,Maokai,Zeri,Lulu,Senna,Renekton,Kassadin,Jayce,Garen,Fiora,Gnar,Sylas,Azir,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Top,Mid,NACL,ESPORTSTMNT01_3302376
4047,NACL 2023 Spring,Week 3,100 Thieves Challengers,Team Liquid First,2 - 0,1,13.1,Pyke,Caitlyn,Elise,Zeri,Jax,Sejuani,Ashe,Varus,Fiora,Maokai,Sivir,Hecarim,Renekton,Kassadin,Sylas,Karma,Alistar,Gnar,Azir,Ahri,Support,Jungle,Bot,Top,Mid,Bot,Top,Jungle,Support,Mid,NACL,ESPORTSTMNT01_3301438
4048,NACL 2023 Spring,Week 3,100 Thieves Challengers,Team Liquid First,1 - 0,1,13.1,Pyke,Caitlyn,Elise,Zeri,Jax,Sejuani,Ashe,Fiora,Draven,Varus,Maokai,Karthus,Azir,Nautilus,Gnar,Kassadin,Jayce,Syndra,Renekton,Blitzcrank,Support,Bot,Jungle,Mid,Top,Top,Bot,Jungle,Mid,Support,NACL,ESPORTSTMNT01_3300492
4049,NACL 2023 Spring,Week 3,Team Liquid Challengers,TSM Challengers,2 - 0,1,13.1,Sejuani,Ashe,Sylas,Lucian,Kassadin,Varus,Maokai,Jhin,Elise,Draven,Ryze,Azir,Fiora,Renekton,Jayce,Gnar,K'Sante,Nautilus,Gangplank,Amumu,Jungle,Bot,Mid,Support,Top,Bot,Jungle,Mid,Top,Support,NACL,ESPORTSTMNT01_3302369
4050,NACL 2023 Spring,Week 3,Team Liquid Challengers,TSM Challengers,1 - 0,1,13.1,Renekton,Ashe,Sejuani,Lucian,Sylas,Varus,Maokai,Elise,Jhin,Draven,Jax,K'Sante,Tristana,Kassadin,Alistar,Akali,Nautilus,Amumu,Ziggs,Zoe,Jungle,Bot,Top,Support,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3300467
4051,NACL 2023 Spring,Week 3,CLG Challengers,FlyQuest Challengers,1 - 1,2,13.1,Elise,Ashe,Ryze,Sejuani,Karma,Caitlyn,Maokai,Lucian,Nami,Zeri,Lulu,Vi,Renekton,Kassadin,Gnar,Azir,K'Sante,Jax,Taliyah,Ahri,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,NACL,ESPORTSTMNT01_3301425
4052,NACL 2023 Spring,Week 3,CLG Challengers,FlyQuest Challengers,1 - 0,1,13.1,Elise,Ashe,Karma,Caitlyn,Ryze,Sejuani,Maokai,Lucian,Nami,Zeri,Lulu,Vi,Renekton,Kassadin,Gnar,Azir,K'Sante,Jax,Taliyah,Ahri,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,NACL,ESPORTSTMNT01_3301410
4053,NACL 2023 Summer Playoffs,Grand Final,Disguised,Evil Geniuses Challengers,3 - 1,1,13.14,Jax,Maokai,Tristana,LeBlanc,Kai'Sa,Xayah,Sejuani,Rell,K'Sante,Aphelios,Renekton,Syndra,Braum,Rakan,Akali,Nocturne,Ezreal,Azir,Nautilus,Ivern,Jungle,Bot,Top,Mid,Support,Support,Top,Mid,Bot,Jungle,NACL,ESPORTSTMNT01_3410871
4054,NACL 2023 Summer Playoffs,Grand Final,Evil Geniuses Challengers,Disguised,1 - 2,1,13.14,Rumble,Tristana,Maokai,LeBlanc,Sejuani,Kai'Sa,Xayah,Rakan,Rell,Alistar,Nocturne,Azir,Neeko,Aphelios,Jax,Ezreal,Renekton,Syndra,K'Sante,Zeri,Bot,Support,Jungle,Mid,Top,Support,Jungle,Mid,Top,Bot,NACL,ESPORTSTMNT01_3412799
4055,NACL 2023 Summer Playoffs,Grand Final,Evil Geniuses Challengers,Disguised,0 - 2,2,13.14,Rumble,Tristana,Maokai,LeBlanc,Xayah,Kai'Sa,Sejuani,Renekton,Rell,Jax,Rakan,Azir,Neeko,Ezreal,Syndra,Sivir,Aphelios,Jayce,Ziggs,Poppy,Jungle,Top,Support,Mid,Bot,Top,Support,Mid,Bot,Jungle,NACL,ESPORTSTMNT01_3412789
4056,NACL 2023 Summer Playoffs,Grand Final,Disguised,Evil Geniuses Challengers,1 - 0,1,13.14,Jax,Rumble,Tristana,Maokai,Kai'Sa,Sejuani,LeBlanc,Renekton,Rakan,Xayah,Rell,Lissandra,K'Sante,Ezreal,Aatrox,Nocturne,Viego,Kindred,Ornn,Varus,Mid,Bot,Support,Jungle,Top,Top,Support,Mid,Jungle,Bot,NACL,ESPORTSTMNT01_3412775
4057,NACL 2023 Summer Playoffs,Round 4,Cincinnati Fear,Evil Geniuses Challengers,1 - 3,2,13.14,LeBlanc,Ziggs,Renekton,Seraphine,Kai'Sa,Tristana,Maokai,Jax,Rakan,Gragas,Alistar,Sejuani,Jayce,Azir,Zed,Sylas,Xayah,Veigar,Lucian,Syndra,Jungle,Top,Support,Bot,Mid,Top,Support,Jungle,Bot,Mid,NACL,ESPORTSTMNT01_3404895
4058,NACL 2023 Summer Playoffs,Round 4,Evil Geniuses Challengers,Cincinnati Fear,2 - 1,1,13.14,Seraphine,LeBlanc,Ziggs,Tristana,Renekton,Jax,Kai'Sa,Maokai,Xayah,Nocturne,Rakan,K'Sante,Neeko,Jayce,Fiora,Zed,Rell,Gwen,Ahri,Tryndamere,Bot,Jungle,Support,Top,Mid,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3404886
4059,NACL 2023 Summer Playoffs,Round 4,Evil Geniuses Challengers,Cincinnati Fear,1 - 1,2,13.14,Ziggs,Tristana,Seraphine,Jax,Renekton,LeBlanc,Kai'Sa,Maokai,Xayah,Nocturne,Rakan,Alistar,Kennen,Jayce,Fiora,Akshan,Gwen,Neeko,Aatrox,Zed,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support,Top,Mid,NACL,ESPORTSTMNT01_3406795
4060,NACL 2023 Summer Playoffs,Round 4,Cincinnati Fear,Evil Geniuses Challengers,0 - 1,2,13.14,Tristana,Seraphine,Rakan,Ziggs,Jax,Maokai,Sejuani,Kai'Sa,Renekton,Aphelios,Poppy,LeBlanc,Yone,Nocturne,Alistar,Rell,Ivern,Nautilus,Azir,Braum,Jungle,Bot,Top,Support,Mid,Bot,Top,Mid,Jungle,Support,NACL,ESPORTSTMNT01_3406776
4061,NACL 2023 Summer Playoffs,Round 4,Disguised,Cincinnati Fear,3 - 2,1,13.14,Seraphine,Rumble,Ziggs,Aphelios,Renekton,Maokai,Sejuani,Poppy,Kai'Sa,Jax,Azir,K'Sante,Braum,Xerath,Xayah,Veigar,Alistar,Jinx,Rakan,Tristana,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Top,Support,Mid,NACL,ESPORTSTMNT01_3406231
4062,NACL 2023 Summer Playoffs,Round 4,Cincinnati Fear,Disguised,2 - 2,2,13.14,Rumble,Seraphine,Ivern,Ziggs,Aphelios,Maokai,Kai'Sa,Renekton,Sejuani,Poppy,Jax,Xayah,Veigar,Azir,Tristana,Akali,Rakan,Zeri,Leona,LeBlanc,Mid,Jungle,Top,Bot,Support,Top,Jungle,Bot,Support,Mid,NACL,ESPORTSTMNT01_3406224
4063,NACL 2023 Summer Playoffs,Round 4,Disguised,Cincinnati Fear,1 - 2,1,13.14,Seraphine,Rumble,Ziggs,Ivern,Tristana,Rakan,Maokai,Renekton,Kai'Sa,Jax,Aphelios,Sejuani,Akali,Yone,Irelia,Xerath,Nautilus,Braum,LeBlanc,Kog'Maw,Jungle,Top,Bot,Support,Mid,Top,Mid,Jungle,Support,Bot,NACL,ESPORTSTMNT01_3406217
4064,NACL 2023 Summer Playoffs,Round 4,Disguised,Cincinnati Fear,0 - 2,2,13.14,Kai'Sa,Rumble,Tristana,Ivern,Poppy,Maokai,Sejuani,Renekton,Kindred,Jax,Azir,Seraphine,Aphelios,Yone,Sivir,Akshan,Ziggs,Xayah,Rakan,Nautilus,Jungle,Top,Mid,Bot,Support,Top,Jungle,Bot,Mid,Support,NACL,ESPORTSTMNT01_3405252
4065,NACL 2023 Summer Playoffs,Round 4,Disguised,Cincinnati Fear,0 - 1,2,13.14,Seraphine,Rumble,Kai'Sa,Ivern,Tristana,Maokai,Sejuani,Renekton,Poppy,Aatrox,Rell,Ziggs,Akali,Alistar,Aphelios,Yone,Rakan,Sivir,LeBlanc,Akshan,Jungle,Top,Support,Bot,Mid,Top,Jungle,Bot,Support,Mid,NACL,ESPORTSTMNT01_3405215
4066,NACL 2023 Summer Playoffs,Round 3,Evil Geniuses Challengers,FlyQuest Challengers,3 - 1,1,13.14,Kindred,Sejuani,Maokai,LeBlanc,Poppy,Nocturne,Kai'Sa,Azir,Graves,Tristana,Rakan,Nautilus,Jax,Xayah,Rell,Aphelios,Ezreal,Ivern,K'Sante,Malphite,Bot,Mid,Support,Jungle,Top,Mid,Jungle,Support,Bot,Top,NACL,ESPORTSTMNT01_3406503
4067,NACL 2023 Summer Playoffs,Round 3,Evil Geniuses Challengers,FlyQuest Challengers,2 - 1,2,13.14,Kindred,Nocturne,Maokai,Sejuani,Azir,Tristana,LeBlanc,Kai'Sa,Jayce,Xayah,Rakan,Poppy,Viego,Rell,Vi,Leona,Nautilus,Ivern,Jax,Gragas,Mid,Bot,Support,Jungle,Top,Bot,Mid,Jungle,Support,Top,NACL,ESPORTSTMNT01_3405549
4068,NACL 2023 Summer Playoffs,Round 3,Evil Geniuses Challengers,FlyQuest Challengers,2 - 0,1,13.14,Kindred,Sejuani,Maokai,Nocturne,Azir,Ivern,Tristana,Xayah,Rakan,Rell,Kai'Sa,Renekton,Kennen,Syndra,Poppy,Neeko,Diana,Jax,Lillia,Yasuo,Mid,Support,Bot,Top,Jungle,Bot,Support,Top,Jungle,Mid,NACL,ESPORTSTMNT01_3404553
4069,NACL 2023 Summer Playoffs,Round 3,FlyQuest Challengers,Evil Geniuses Challengers,0 - 1,2,13.14,LeBlanc,Kindred,Ivern,Sejuani,Tristana,Maokai,Kai'Sa,Nocturne,Rakan,Azir,Leona,Xayah,Poppy,Jax,Graves,Ahri,Neeko,Viego,K'Sante,Gwen,Bot,Mid,Support,Jungle,Top,Jungle,Support,Bot,Mid,Top,NACL,ESPORTSTMNT01_3404526
4070,NACL 2023 Summer Playoffs,Round 2,Evil Geniuses Challengers,Team Liquid Challengers,2 - 0,1,13.14,Maokai,LeBlanc,Xayah,Sejuani,Poppy,Alistar,Tristana,Jayce,Rell,Nocturne,Rakan,Draven,Ahri,Ivern,Kai'Sa,Kennen,Viego,Seraphine,Jax,Gragas,Mid,Jungle,Support,Bot,Top,Mid,Support,Bot,Jungle,Top,NACL,ESPORTSTMNT01_3402922
4071,NACL 2023 Summer Playoffs,Round 2,Evil Geniuses Challengers,Team Liquid Challengers,1 - 0,1,13.14,Maokai,LeBlanc,Xayah,Sejuani,Poppy,Seraphine,Tristana,Rell,Jayce,Ivern,Alistar,Ziggs,Fiora,Sion,Jax,Malphite,Kennen,Kai'Sa,K'Sante,Nocturne,Mid,Jungle,Support,Bot,Top,Support,Mid,Bot,Top,Jungle,NACL,ESPORTSTMNT01_3401982
4072,NACL 2023 Summer Playoffs,Round 2,Wildcard Gaming,FlyQuest Challengers,1 - 2,2,13.14,Sejuani,Rumble,Maokai,Kindred,Jayce,Neeko,Rell,Xayah,Rakan,Gangplank,Viego,Azir,Xerath,K'Sante,Kai'Sa,Ivern,Graves,Syndra,Jinx,Malphite,Support,Top,Jungle,Mid,Bot,Bot,Support,Mid,Jungle,Top,NACL,ESPORTSTMNT01_3401974
4073,NACL 2023 Summer Playoffs,Round 2,Wildcard Gaming,FlyQuest Challengers,1 - 1,1,13.14,Maokai,Rumble,Jayce,Kindred,Sejuani,Neeko,Rell,Kai'Sa,Poppy,Aphelios,Gangplank,Olaf,Ivern,LeBlanc,Trundle,Leona,Nautilus,Viego,Syndra,Azir,Support,Bot,Top,Jungle,Mid,Bot,Jungle,Top,Support,Mid,NACL,ESPORTSTMNT01_3402903
4074,NACL 2023 Summer Playoffs,Round 2,Wildcard Gaming,FlyQuest Challengers,0 - 1,2,13.14,Maokai,Kindred,Jayce,Rumble,Sejuani,Neeko,Rell,Kai'Sa,Poppy,Viego,Aphelios,Azir,Xerath,Olaf,Ahri,Aatrox,Renata Glasc,Syndra,Gangplank,K'Sante,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Mid,Support,Top,NACL,ESPORTSTMNT01_3401949
4075,NACL 2023 Summer Playoffs,Round 2,Disguised,FlyQuest Challengers,2 - 1,1,13.14,Kindred,Renekton,Tristana,Rumble,Yone,LeBlanc,Maokai,Jayce,Kai'Sa,Xayah,Rakan,Rell,Malphite,Sejuani,Aatrox,Poppy,Trundle,Irelia,Kennen,K'Sante,Jungle,Bot,Support,Mid,Top,Mid,Bot,Support,Jungle,Top,NACL,ESPORTSTMNT01_3398553
4076,NACL 2023 Summer Playoffs,Round 2,FlyQuest Challengers,Disguised,1 - 1,1,13.14,Renekton,Kindred,Rumble,Tristana,LeBlanc,Jayce,Maokai,Sejuani,Kai'Sa,Xayah,Rakan,Rell,Azir,Sylas,K'Sante,Aatrox,Jax,Gragas,Yone,Akali,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Top,Mid,NACL,ESPORTSTMNT01_3399539
