Unnamed: 0,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,league_code,gameid,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
1500,LLA_2024_Season_Closing_Season,Week 1,Movistar R7,Estral Esports,1 - 1,14.11,Kalista,Rumble,Sejuani,Senna,Ashe,Skarner,Draven,Varus,Nautilus,LeBlanc,Rell,Tristana,Viego,Taliyah,Lee Sin,Renekton,Maokai,Xin Zhao,K'Sante,Twisted Fate,LLA,LOLTMNT01_119128,2,Bot,Mid,Support,Jungle,Top,Bot,Support,Mid,Jungle,Top
1501,LLA_2024_Season_Closing_Season,Week 1,Estral Esports,Movistar R7,0 - 1,14.11,Rumble,Ashe,LeBlanc,Skarner,Sejuani,Kalista,Corki,Senna,Nautilus,Nidalee,Leona,Tristana,Ziggs,Maokai,Renekton,Ivern,Taliyah,Zeri,Camille,Jax,LLA,LOLTMNT01_120054,2,Mid,Jungle,Support,Bot,Top,Bot,Support,Mid,Jungle,Top
1502,LLA_2024_Season_Closing_Season,Week 1,INFINITY,Isurus,1 - 1,14.11,LeBlanc,Rumble,Kalista,Ashe,Sejuani,Skarner,Tristana,Corki,Varus,Senna,Nautilus,Nidalee,Karthus,Alistar,No_ban,Jax,Braum,Taliyah,Twisted Fate,Camille,LLA,LOLTMNT01_120034,1,Mid,Bot,Support,Jungle,Top,Mid,Bot,Jungle,Support,Top
1503,LLA_2024_Season_Closing_Season,Week 1,Isurus,INFINITY,1 - 0,14.11,Twisted Fate,LeBlanc,Corki,Tristana,Skarner,Rumble,Ashe,Kalista,Hwei,Taliyah,Nautilus,Rell,Aatrox,Viego,Gnar,Olaf,K'Sante,Camille,Sejuani,Karthus,LLA,LOLTMNT01_120016,1,Bot,Mid,Support,Top,Jungle,Bot,Mid,Support,Top,Jungle
1504,LLA_2024_Season_Opening_Playoffs,Finals,Movistar R7,Estral Esports,0 - 3,14.5,Renekton,Tristana,Ashe,Sejuani,Volibear,Jayce,Rumble,Kalista,Rell,Poppy,Draven,Udyr,Nautilus,Vi,Taliyah,Renata Glasc,Senna,Ahri,Aatrox,Annie,LLA,LOLTMNT01_81873,2,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Top,Support,Mid
1505,LLA_2024_Season_Opening_Playoffs,Finals,Estral Esports,Movistar R7,2 - 0,14.5,Tristana,Ashe,Rumble,Renekton,Volibear,Renata Glasc,Sejuani,Karma,Kalista,Rek'Sai,Taliyah,Jayce,Draven,Rell,Varus,Nautilus,Trundle,Lucian,Nami,Camille,LLA,LOLTMNT01_82601,1,Jungle,Top,Mid,Bot,Support,Top,Bot,Mid,Jungle,Support
1506,LLA_2024_Season_Opening_Playoffs,Finals,Estral Esports,Movistar R7,1 - 0,14.5,Tristana,Ashe,Rumble,Renekton,Volibear,Rek'Sai,Sejuani,Karma,Draven,Kalista,Renata Glasc,Senna,Yone,Xin Zhao,Gragas,Jayce,Rell,Aatrox,Ahri,Taliyah,LLA,LOLTMNT01_81872,1,Jungle,Bot,Support,Top,Mid,Top,Bot,Support,Jungle,Mid
1507,LLA_2024_Season_Opening_Playoffs,Semifinals,Isurus,Movistar R7,2 - 3,14.5,Tristana,Karma,Taliyah,Renekton,Rumble,Ahri,Sejuani,Ashe,Kalista,Varus,Nautilus,Volibear,Sylas,Jayce,Yone,Jax,Corki,Neeko,Gnar,Aatrox,LLA,LOLTMNT01_77656,2,Jungle,Bot,Support,Mid,Top,Support,Bot,Jungle,Mid,Top
1508,LLA_2024_Season_Opening_Playoffs,Semifinals,Movistar R7,Isurus,2 - 2,14.5,Karma,Tristana,Renekton,Rumble,Ahri,Ashe,Sejuani,Jayce,Volibear,Draven,Taliyah,Aphelios,Jax,Blitzcrank,Camille,Corki,Annie,Renata Glasc,Aatrox,Milio,LLA,LOLTMNT01_77654,1,Jungle,Bot,Mid,Support,Top,Top,Jungle,Bot,Mid,Support
1509,LLA_2024_Season_Opening_Playoffs,Semifinals,Isurus,Movistar R7,2 - 1,14.5,Tristana,Karma,Jayce,Ashe,Rumble,Kalista,Sejuani,Xayah,Rakan,Renekton,Ahri,Taliyah,Renata Glasc,Gnar,Varus,Vi,K'Sante,Aphelios,Lulu,Maokai,LLA,LOLTMNT01_78318,1,Jungle,Top,Mid,Bot,Support,Bot,Support,Mid,Top,Jungle
1510,LLA_2024_Season_Opening_Playoffs,Semifinals,Movistar R7,Isurus,1 - 1,14.5,Karma,Tristana,Vi,Rumble,Kalista,Ashe,Sejuani,Ahri,Volibear,Taliyah,Jayce,Renekton,Xayah,Renata Glasc,Lucian,Varus,Kai'Sa,Zeri,Rell,Nautilus,LLA,LOLTMNT01_78315,1,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
1511,LLA_2024_Season_Opening_Playoffs,Semifinals,Movistar R7,Isurus,0 - 1,14.5,Karma,Tristana,Vi,Rumble,Kalista,Ashe,Sejuani,Ahri,Volibear,Varus,Corki,Zeri,Jayce,Renekton,Jax,Renata Glasc,Gnar,Nautilus,Irelia,Alistar,LLA,LOLTMNT01_78311,2,Jungle,Bot,Mid,Support,Top,Mid,Jungle,Bot,Top,Support
1512,LLA_2024_Season_Opening_Playoffs,Semifinals,Estral Esports,Movistar R7,3 - 2,14.5,Tristana,Karma,Rumble,Kalista,Xayah,Ashe,Sejuani,Varus,Nautilus,Renekton,Rell,Maokai,Cassiopeia,Jax,Kai'Sa,Gnar,Jayce,Zeri,Annie,Taliyah,LLA,LOLTMNT01_71775,1,Jungle,Top,Support,Bot,Mid,Bot,Support,Jungle,Top,Mid
1513,LLA_2024_Season_Opening_Playoffs,Semifinals,Movistar R7,Estral Esports,2 - 2,14.5,Karma,Tristana,Lee Sin,Rumble,Ashe,Sejuani,Kalista,Renekton,Draven,Rell,Gragas,Renata Glasc,Xin Zhao,Poppy,Nocturne,Taliyah,Maokai,Viego,Annie,Cassiopeia,LLA,LOLTMNT01_71770,2,Bot,Support,Top,Jungle,Mid,Top,Bot,Support,Jungle,Mid
1514,LLA_2024_Season_Opening_Playoffs,Semifinals,Movistar R7,Estral Esports,2 - 1,14.5,Lee Sin,Tristana,Karma,Rumble,Ashe,Kalista,Lucian,Renekton,Sejuani,Milio,Vi,Varus,Gragas,Nautilus,Taliyah,Renata Glasc,Senna,Ahri,Jax,Annie,LLA,LOLTMNT01_71755,2,Bot,Support,Jungle,Mid,Top,Top,Jungle,Bot,Support,Mid
1515,LLA_2024_Season_Opening_Playoffs,Semifinals,Estral Esports,Movistar R7,0 - 2,14.5,Tristana,Karma,Rumble,Kalista,Senna,Ashe,Renekton,Jayce,Sejuani,Vi,Corki,Xayah,Varus,Rakan,Lucian,Taliyah,Gragas,Smolder,Nautilus,Rell,LLA,LOLTMNT01_72338,2,Top,Jungle,Mid,Bot,Support,Mid,Jungle,Bot,Top,Support
1516,LLA_2024_Season_Opening_Playoffs,Semifinals,Estral Esports,Movistar R7,0 - 1,14.5,Tristana,Karma,Nautilus,Kalista,Rell,Ashe,Rumble,Xayah,Rakan,Senna,Tahm Kench,Sejuani,Lee Sin,Udyr,Xin Zhao,Renekton,Aatrox,Ahri,Viego,Corki,LLA,LOLTMNT01_71719,2,Top,Bot,Support,Mid,Jungle,Bot,Support,Jungle,Top,Mid
1517,LLA_2024_Season_Opening_Playoffs,Round 3,Isurus,All Knights,3 - 2,14.5,Tristana,Ashe,Smolder,Sejuani,Varus,Rumble,Ahri,Taliyah,Vi,Volibear,Renekton,K'Sante,Sivir,Zeri,Xayah,Kai'Sa,Kalista,Aphelios,Nautilus,Alistar,LLA,LOLTMNT01_73345,1,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
1518,LLA_2024_Season_Opening_Playoffs,Round 3,All Knights,Isurus,2 - 2,14.5,Jayce,Tristana,Volibear,Smolder,Ashe,Rumble,Renekton,Varus,Sejuani,Rell,Karma,Gnar,Zeri,Ahri,Xin Zhao,Sylas,Nautilus,Xayah,Rakan,Taliyah,LLA,LOLTMNT01_72938,2,Top,Jungle,Mid,Bot,Support,Bot,Jungle,Top,Support,Mid
1519,LLA_2024_Season_Opening_Playoffs,Round 3,All Knights,Isurus,2 - 1,14.5,Jayce,Tristana,Volibear,Smolder,Ashe,Rumble,Varus,Renekton,Sejuani,Karma,Renata Glasc,Sivir,Gnar,Sylas,Jax,Yone,Rakan,Aatrox,Xin Zhao,Ahri,LLA,LOLTMNT01_72932,2,Bot,Mid,Support,Top,Jungle,Top,Jungle,Bot,Support,Mid
1520,LLA_2024_Season_Opening_Playoffs,Round 3,Isurus,All Knights,0 - 2,14.5,Tristana,Ashe,Smolder,Volibear,Ahri,Rumble,Karma,Varus,Rell,Senna,Nautilus,Corki,Vi,K'Sante,Jayce,Gnar,Renekton,Aatrox,Jax,Sejuani,LLA,LOLTMNT01_72907,2,Mid,Bot,Support,Top,Jungle,Bot,Support,Mid,Top,Jungle
1521,LLA_2024_Season_Opening_Playoffs,Round 3,Isurus,All Knights,0 - 1,14.5,Tristana,Ashe,Varus,Rumble,Rell,Volibear,Karma,Smolder,Ahri,Lucian,Milio,Vi,Renekton,Nautilus,Jayce,Jax,K'Sante,Sejuani,Aatrox,Rakan,LLA,LOLTMNT01_73289,2,Mid,Bot,Support,Jungle,Top,Bot,Mid,Jungle,Top,Support
1522,LLA_2024_Season_Opening_Playoffs,Round 2,All Knights,Leviatan,3 - 1,14.5,Ashe,Karma,Rakan,Rumble,Orianna,Smolder,Tristana,Kalista,Rell,Poppy,Varus,Taliyah,Renata Glasc,Vi,Braum,Nocturne,Nautilus,Alistar,Gnar,Jayce,LLA,LOLTMNT01_67270,1,Mid,Jungle,Bot,Support,Top,Bot,Jungle,Mid,Support,Top
1523,LLA_2024_Season_Opening_Playoffs,Round 2,All Knights,Leviatan,2 - 1,14.5,Ashe,Senna,Orianna,Karma,Rakan,Smolder,Rumble,Kalista,Taliyah,Tristana,Rell,Udyr,Varus,Vi,Kai'Sa,Nocturne,Xin Zhao,Zeri,Sejuani,Renata Glasc,LLA,LOLTMNT01_67260,1,Top,Mid,Support,Bot,Jungle,Bot,Mid,Top,Jungle,Support
1524,LLA_2024_Season_Opening_Playoffs,Round 2,All Knights,Leviatan,1 - 1,14.5,Ashe,Senna,Kalista,Karma,Rumble,Smolder,Varus,Orianna,Rakan,Nautilus,Ahri,Xayah,Jax,Vi,Poppy,Xin Zhao,Nocturne,Renekton,Bel'Veth,K'Sante,LLA,LOLTMNT01_65822,2,Bot,Support,Mid,Top,Jungle,Mid,Support,Bot,Jungle,Top
1525,LLA_2024_Season_Opening_Playoffs,Round 2,Leviatan,All Knights,0 - 1,14.5,Senna,Ashe,Tristana,Rumble,Xin Zhao,Kalista,Karma,Smolder,Rell,Jinx,Aatrox,Corki,Vi,Jayce,Wukong,Braum,Jax,Nautilus,Bel'Veth,Poppy,LLA,LOLTMNT01_67244,2,Mid,Bot,Top,Support,Jungle,Bot,Support,Mid,Top,Jungle
1526,LLA_2024_Season_Opening_Playoffs,Round 1,Six Karma,All Knights,0 - 3,14.5,Tristana,Ashe,Kalista,Volibear,Karma,Smolder,Varus,Xin Zhao,Orianna,Rell,Neeko,Kai'Sa,Nocturne,Nautilus,Wukong,Rakan,Renekton,Gragas,Vi,Alistar,LLA,LOLTMNT01_66512,2,Bot,Support,Mid,Top,Jungle,Jungle,Mid,Bot,Top,Support
1527,LLA_2024_Season_Opening_Playoffs,Round 1,Six Karma,All Knights,0 - 2,14.5,Tristana,Ashe,Kalista,Volibear,Smolder,Orianna,Karma,Varus,Xin Zhao,Senna,Nautilus,Corki,Wukong,Rell,Jax,Rumble,Rakan,Viego,Aatrox,Camille,LLA,LOLTMNT01_66497,2,Mid,Bot,Support,Jungle,Top,Bot,Jungle,Mid,Support,Top
1528,LLA_2024_Season_Opening_Playoffs,Round 1,All Knights,Six Karma,1 - 0,14.5,Ashe,Karma,Volibear,Tristana,Kalista,Senna,Smolder,Rumble,Nautilus,K'Sante,Braum,Kai'Sa,Viego,Vi,Bel'Veth,Nocturne,Jayce,Xin Zhao,Ahri,Renekton,LLA,LOLTMNT01_66487,1,Bot,Top,Support,Jungle,Mid,Jungle,Support,Bot,Mid,Top
1529,LLA_2024_Season_Opening_Playoffs,Round 1,Movistar R7,Isurus,3 - 0,14.4,Vi,Kalista,Karma,Ashe,Varus,Rumble,Tristana,Rell,Smolder,Lucian,Milio,Hwei,Sejuani,Volibear,Ivern,Udyr,Xin Zhao,Maokai,K'Sante,Jayce,LLA,LOLTMNT03_48668,1,Mid,Bot,Support,Jungle,Top,Support,Bot,Mid,Jungle,Top
1530,LLA_2024_Season_Opening_Playoffs,Round 1,Isurus,Movistar R7,0 - 2,14.4,Kalista,Karma,Ashe,Rumble,Tristana,Vi,Varus,Draven,Rell,Neeko,Lee Sin,Poppy,Renata Glasc,Twisted Fate,Udyr,Taliyah,Ahri,K'Sante,Nautilus,Gnar,LLA,LOLTMNT03_48667,2,Bot,Mid,Jungle,Top,Support,Bot,Support,Jungle,Mid,Top
1531,LLA_2024_Season_Opening_Playoffs,Round 1,Movistar R7,Isurus,1 - 0,14.4,Vi,Kalista,Karma,Ashe,Varus,Tristana,Rumble,Nautilus,Smolder,Senna,Tahm Kench,Udyr,Rell,Lee Sin,Taliyah,Sejuani,Volibear,Viego,Twisted Fate,Sylas,LLA,LOLTMNT03_48663,1,Top,Bot,Support,Jungle,Mid,Support,Bot,Top,Jungle,Mid
1532,LLA_2024_Season_Opening_Playoffs,Round 1,Leviatan,Estral Esports,0 - 3,14.4,Twisted Fate,Orianna,Kalista,Karma,Ashe,Rumble,Varus,Rakan,Xayah,Taliyah,Rell,Vi,Poppy,Azir,Xin Zhao,Ahri,Neeko,Udyr,Kindred,Darius,LLA,LOLTMNT03_49198,2,Bot,Mid,Support,Top,Jungle,Support,Bot,Jungle,Mid,Top
1533,LLA_2024_Season_Opening_Playoffs,Round 1,Leviatan,Estral Esports,0 - 2,14.4,Twisted Fate,Orianna,Kalista,Karma,Ashe,Varus,Rumble,Nautilus,Azir,Taliyah,Rell,Senna,Vi,Sejuani,Smolder,Udyr,Volibear,Jinx,Braum,Jayce,LLA,LOLTMNT03_49190,2,Top,Mid,Jungle,Bot,Support,Support,Mid,Bot,Jungle,Top
1534,LLA_2024_Season_Opening_Playoffs,Round 1,Estral Esports,Leviatan,1 - 0,14.4,Orianna,Karma,Sejuani,Ashe,Azir,Kalista,Nautilus,Taliyah,Varus,Senna,Rumble,Rell,Yone,Udyr,Hwei,Volibear,Olaf,Lee Sin,Twisted Fate,Tristana,LLA,LOLTMNT03_48206,1,Support,Bot,Top,Jungle,Mid,Jungle,Bot,Support,Top,Mid
1535,LLA_2024_Season_Opening_Season,Week 7,Leviatan,INFINITY,2 - 1,14.4,Azir,Rumble,Vi,Kalista,Kassadin,Karma,Ashe,Varus,Volibear,Ezreal,Udyr,Nautilus,Orianna,Gnar,Neeko,LeBlanc,Kennen,Hwei,Jax,Ahri,LLA,LOLTMNT03_41311,1,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid
1536,LLA_2024_Season_Opening_Season,Week 7,INFINITY,Leviatan,1 - 1,14.4,Ashe,Karma,Kalista,Azir,Rumble,Smolder,Volibear,Varus,Rell,Kai'Sa,Nautilus,Taliyah,Orianna,Vi,Neeko,Jax,Sejuani,Kassadin,Gnar,Camille,LLA,LOLTMNT03_41296,1,Jungle,Bot,Support,Mid,Top,Bot,Support,Mid,Jungle,Top
1537,LLA_2024_Season_Opening_Season,Week 7,Leviatan,INFINITY,1 - 0,14.4,Azir,Karma,Vi,Kalista,Udyr,Rumble,Ashe,Smolder,Lee Sin,Varus,Orianna,Blitzcrank,Nocturne,Taliyah,Rell,Hwei,LeBlanc,Xin Zhao,K'Sante,Teemo,LLA,LOLTMNT03_42282,1,Support,Bot,Mid,Jungle,Top,Bot,Jungle,Support,Mid,Top
1538,LLA_2024_Season_Opening_Season,Week 7,Isurus,Six Karma,2 - 1,14.4,Smolder,Rumble,Kalista,Karma,Orianna,Ashe,Varus,Senna,Nautilus,Vi,Rell,Taliyah,Aatrox,Volibear,Ahri,Nocturne,Wukong,Hwei,Udyr,Gnar,LLA,LOLTMNT03_41266,1,Bot,Jungle,Support,Mid,Top,Bot,Support,Mid,Jungle,Top
1539,LLA_2024_Season_Opening_Season,Week 7,Six Karma,Isurus,1 - 1,14.4,Rumble,Smolder,Vi,Kalista,Aatrox,Karma,Ashe,Varus,Rell,Orianna,Nocturne,Azir,Nautilus,Udyr,Gnar,Jarvan IV,Renekton,Volibear,Ezreal,Hwei,LLA,LOLTMNT03_42249,1,Support,Mid,Jungle,Top,Bot,Bot,Jungle,Mid,Top,Support
1540,LLA_2024_Season_Opening_Season,Week 7,Isurus,Six Karma,1 - 0,14.4,Smolder,Rumble,Kalista,Karma,Orianna,Ashe,Varus,Volibear,Senna,Vi,Nautilus,Tahm Kench,Yone,Azir,Ahri,Gnar,Taliyah,Aatrox,Hwei,Nocturne,LLA,LOLTMNT03_41236,1,Bot,Jungle,Support,Top,Mid,Top,Bot,Support,Mid,Jungle
1541,LLA_2024_Season_Opening_Season,Week 7,Six Karma,Estral Esports,2 - 1,14.4,Kalista,Orianna,Twisted Fate,Karma,Rumble,Ashe,Smolder,Azir,Nautilus,Alistar,Volibear,Senna,LeBlanc,Vi,Taliyah,Lee Sin,Viego,Ahri,Nocturne,Aatrox,LLA,LOLTMNT03_40962,1,Bot,Support,Top,Mid,Jungle,Mid,Support,Bot,Jungle,Top
1542,LLA_2024_Season_Opening_Season,Week 7,Estral Esports,Six Karma,1 - 1,14.4,Orianna,Ashe,Rell,Karma,Vi,Twisted Fate,Nautilus,Varus,Rumble,Senna,Azir,Hwei,Aatrox,Alistar,Udyr,Rakan,Braum,Lee Sin,K'Sante,Poppy,LLA,LOLTMNT03_40956,1,Support,Bot,Mid,Jungle,Top,Bot,Top,Mid,Support,Jungle
1543,LLA_2024_Season_Opening_Season,Week 7,Six Karma,Estral Esports,1 - 0,14.4,Kalista,Orianna,Twisted Fate,Rell,Rumble,Ashe,Karma,Sejuani,Varus,Smolder,Nautilus,Jayce,Lee Sin,Braum,Viego,Alistar,Renata Glasc,Xin Zhao,Volibear,Gnar,LLA,LOLTMNT03_39960,1,Mid,Bot,Support,Jungle,Top,Jungle,Bot,Mid,Support,Top
1544,LLA_2024_Season_Opening_Season,Week 7,All Knights,Isurus,0 - 2,14.4,Ashe,Tristana,Rumble,Karma,Vi,Kalista,Nautilus,Varus,Rell,Kai'Sa,Neeko,Orianna,Gwen,Renata Glasc,Gnar,Jayce,Udyr,Aatrox,Viego,Lee Sin,LLA,LOLTMNT03_40912,2,Support,Bot,Mid,Top,Jungle,Bot,Support,Mid,Top,Jungle
1545,LLA_2024_Season_Opening_Season,Week 7,All Knights,Isurus,0 - 1,14.4,Ashe,Tristana,Vi,Kalista,Sejuani,Azir,Karma,Rumble,Nautilus,Udyr,Rell,Smolder,Varus,Jarvan IV,Kai'Sa,Nocturne,Neeko,Jinx,Lee Sin,Viego,LLA,LOLTMNT03_39914,2,Mid,Top,Support,Bot,Jungle,Top,Support,Bot,Mid,Jungle
1546,LLA_2024_Season_Opening_Season,Week 7,Movistar R7,Leviatan,2 - 0,14.4,Orianna,Rumble,Varus,Ashe,Azir,Karma,Kalista,Draven,Rell,Taliyah,Sejuani,Neeko,Renata Glasc,Nocturne,Jax,Poppy,Viego,Alistar,Renekton,K'Sante,LLA,LOLTMNT03_40672,1,Bot,Mid,Jungle,Support,Top,Bot,Support,Mid,Jungle,Top
1547,LLA_2024_Season_Opening_Season,Week 7,Movistar R7,Leviatan,1 - 0,14.4,Orianna,Rumble,Varus,Ashe,Karma,Kalista,Senna,Xayah,Rakan,Nautilus,Brand,Azir,Tristana,Ivern,Jayce,Nocturne,Sejuani,Jax,Sion,Renekton,LLA,LOLTMNT03_40658,1,Bot,Support,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Top
1548,LLA_2024_Season_Opening_Season,Week 7,All Knights,Estral Esports,0 - 2,14.4,Ashe,Tristana,Vi,Karma,Kalista,Jax,Rumble,Twisted Fate,Rell,Nautilus,Senna,Varus,Viego,Orianna,Xin Zhao,Renata Glasc,Lee Sin,Poppy,Taliyah,Hwei,LLA,LOLTMNT03_40641,2,Top,Support,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid
1549,LLA_2024_Season_Opening_Season,Week 7,All Knights,Estral Esports,0 - 1,14.4,Ashe,Tristana,Vi,Karma,Kalista,Jax,Rumble,Twisted Fate,Nautilus,Senna,Maokai,Smolder,Poppy,Lee Sin,Viego,Sejuani,Rell,Xin Zhao,Azir,Orianna,LLA,LOLTMNT03_40629,2,Top,Bot,Support,Jungle,Mid,Top,Support,Bot,Jungle,Mid
1550,LLA_2024_Season_Opening_Season,Week 6,Isurus,Estral Esports,0 - 2,14.3,Kalista,Vi,Ashe,Sejuani,Twisted Fate,Karma,Rumble,Senna,Nautilus,Smolder,Rell,Aatrox,Orianna,Taliyah,Nocturne,Azir,Lee Sin,Yone,Maokai,Gragas,LLA,LOLTMNT02_54114,2,Top,Bot,Support,Mid,Jungle,Bot,Support,Top,Jungle,Mid
1551,LLA_2024_Season_Opening_Season,Week 6,Isurus,Estral Esports,0 - 1,14.3,Kalista,Vi,Ashe,Sejuani,Taliyah,Karma,Rumble,Twisted Fate,Rell,Lucian,Milio,Draven,Nocturne,Nautilus,Maokai,Pyke,Lee Sin,Jarvan IV,Azir,Orianna,LLA,LOLTMNT02_53936,2,Top,Bot,Support,Jungle,Mid,Top,Support,Bot,Jungle,Mid
1552,LLA_2024_Season_Opening_Season,Week 6,INFINITY,All Knights,0 - 2,14.3,Tristana,Ashe,Kalista,Rumble,K'Sante,Karma,Varus,Kai'Sa,Rell,Vi,Taliyah,Twisted Fate,Jax,Gnar,Jayce,Aatrox,Xin Zhao,Udyr,Nautilus,Mordekaiser,LLA,LOLTMNT02_54092,2,Bot,Jungle,Mid,Top,Support,Bot,Support,Mid,Jungle,Top
1553,LLA_2024_Season_Opening_Season,Week 6,All Knights,INFINITY,1 - 0,14.3,Vi,Rumble,Ashe,Tristana,Sejuani,Kalista,Karma,Varus,Rell,Smolder,K'Sante,Gnar,Xin Zhao,Orianna,Bel'Veth,Azir,Hwei,Nautilus,Viego,Lee Sin,LLA,LOLTMNT02_54087,1,Mid,Bot,Top,Support,Jungle,Bot,Support,Top,Mid,Jungle
1554,LLA_2024_Season_Opening_Season,Week 6,Movistar R7,All Knights,2 - 0,14.3,K'Sante,Rumble,Karma,Kalista,Tristana,Taliyah,Ashe,Varus,Rell,Hwei,Xin Zhao,Twisted Fate,Orianna,Nocturne,Sivir,Zac,Senna,Caitlyn,Jax,Aatrox,LLA,LOLTMNT02_53367,1,Support,Mid,Jungle,Bot,Top,Bot,Jungle,Mid,Support,Top
1555,LLA_2024_Season_Opening_Season,Week 6,All Knights,Movistar R7,0 - 1,14.3,Ashe,Rumble,Twisted Fate,Karma,Kalista,Tristana,Taliyah,Varus,Sejuani,Smolder,Rell,Yone,Udyr,Gwen,Nocturne,Orianna,Nautilus,Jax,Bel'Veth,Akali,LLA,LOLTMNT02_53357,2,Mid,Bot,Support,Top,Jungle,Bot,Jungle,Mid,Support,Top
1556,LLA_2024_Season_Opening_Season,Week 6,Six Karma,INFINITY,2 - 0,14.3,Rumble,Orianna,Tristana,Karma,Kalista,Taliyah,Ashe,Varus,Vi,Rell,Hwei,Nautilus,Nocturne,LeBlanc,K'Sante,Azir,Gnar,Aatrox,Tahm Kench,Twisted Fate,LLA,LOLTMNT02_53343,1,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Support,Top,Mid
1557,LLA_2024_Season_Opening_Season,Week 6,Six Karma,INFINITY,1 - 0,14.3,Tristana,Orianna,Rumble,Karma,Kalista,Ashe,Varus,Sejuani,Smolder,Taliyah,Rell,Yone,Nocturne,Nautilus,Vi,Jayce,Leona,Gnar,Poppy,Azir,LLA,LOLTMNT02_53331,1,Bot,Mid,Support,Top,Jungle,Jungle,Bot,Top,Support,Mid
1558,LLA_2024_Season_Opening_Season,Week 6,Six Karma,Leviatan,0 - 2,14.3,Kalista,Karma,Rumble,Ashe,Orianna,Senna,Taliyah,Varus,Azir,Smolder,Vi,Nautilus,Rell,Jax,Rakan,Poppy,Ivern,Braum,Aatrox,Gwen,LLA,LOLTMNT02_51845,2,Mid,Bot,Jungle,Support,Top,Bot,Mid,Support,Jungle,Top
1559,LLA_2024_Season_Opening_Season,Week 6,Leviatan,Six Karma,1 - 0,14.3,Vi,Rumble,Orianna,Ashe,Senna,Kalista,Karma,Varus,Rell,Xayah,Rakan,Azir,Xin Zhao,Renata Glasc,Jax,Nautilus,Sejuani,K'Sante,Bel'Veth,Gnar,LLA,LOLTMNT02_50982,1,Mid,Bot,Support,Top,Jungle,Bot,Support,Mid,Jungle,Top
1560,LLA_2024_Season_Opening_Season,Week 6,Isurus,Movistar R7,0 - 2,14.3,Kalista,Rumble,Tristana,Karma,Ashe,Vi,Taliyah,Varus,Rell,Senna,Nautilus,Twisted Fate,Jarvan IV,Yone,K'Sante,Jayce,Sejuani,Nocturne,Aatrox,Jax,LLA,LOLTMNT02_51830,2,Mid,Bot,Support,Jungle,Top,Bot,Support,Mid,Jungle,Top
1561,LLA_2024_Season_Opening_Season,Week 6,Isurus,Movistar R7,0 - 1,14.3,Kalista,Rumble,Tristana,Karma,Draven,Vi,Ashe,Varus,Taliyah,Jarvan IV,Orianna,Viego,Braum,Nautilus,Milio,Gnar,Rell,K'Sante,Alistar,Yone,LLA,LOLTMNT02_50961,2,Bot,Jungle,Mid,Top,Support,Bot,Mid,Jungle,Support,Top
1562,LLA_2024_Season_Opening_Season,Week 5,Estral Esports,Leviatan,2 - 0,14.3,Orianna,Karma,Vi,Ashe,Senna,Kalista,Varus,Lucian,Milio,Rumble,Nautilus,Udyr,Azir,Maokai,Poppy,Jarvan IV,Taliyah,Sejuani,Twisted Fate,Rell,LLA,LOLTMNT02_47366,1,Bot,Top,Support,Jungle,Mid,Bot,Support,Top,Mid,Jungle
1563,LLA_2024_Season_Opening_Season,Week 5,Leviatan,Estral Esports,0 - 1,14.3,Senna,Karma,Lucian,Orianna,Ashe,Nocturne,Kalista,Varus,Rumble,Udyr,Rell,Vi,Tristana,Renata Glasc,Maokai,Nautilus,Taliyah,Azir,Sejuani,Alistar,LLA,LOLTMNT02_46547,2,Bot,Top,Support,Mid,Jungle,Bot,Top,Jungle,Mid,Support
1564,LLA_2024_Season_Opening_Season,Week 5,Six Karma,Movistar R7,0 - 2,14.3,Rumble,Karma,Draven,Ashe,Varus,Kalista,Senna,Maokai,Tristana,Nautilus,Orianna,K'Sante,Nocturne,Ezreal,Vi,Milio,Kai'Sa,Aatrox,Wukong,Ivern,LLA,LOLTMNT02_47330,2,Bot,Support,Mid,Top,Jungle,Support,Mid,Top,Bot,Jungle
1565,LLA_2024_Season_Opening_Season,Week 5,Six Karma,Movistar R7,0 - 1,14.3,Rumble,Karma,Draven,Ashe,Tristana,Kalista,Vi,Varus,Taliyah,Lucian,Milio,Nautilus,Ahri,Aatrox,Udyr,Poppy,Xin Zhao,Orianna,K'Sante,Gwen,LLA,LOLTMNT02_47308,2,Jungle,Bot,Support,Mid,Top,Bot,Mid,Support,Jungle,Top
